ITEMNUMBER,count
A0013733,6
A0013734,1
A0013735,2
A0013737,2
A0013738,205
A0013739,2
A0013740,2
A0013742,48
A0013743,3
A0013744,9
A0013745,15
A0013749,66
A0013788,16
A0013789,20
A0013790,7
A0013791,17
A0013796,1
A0013797,1
A0013798,1
A0013799,284
A0013800,320
A0013801,288
A0013802,138
A0013803,3
A0013804,95
A0013805,192
A0013806,12
A0013807,13
A0013808,28
A0013809,16
A0013810,38
A0013811,25
A0013812,14
A0013813,17
A0013814,2
A0013827,31
A0013828,9
A0013829,11
A0013830,14
A0013832,423
A0013833,2
A0013834,8
A0013835,6
A0013836,7
A0013837,3
A0013838,8
A0013841,2
A0013842,3
A0013846,188
A0013847,179
A0013848,83
A0013849,140
A0013850,67
A0013851,41
A0013852,198
A0013853,75
A0013854,224
A0013855,56
A0013856,213
A0013857,191
A0013858,44
A0013859,26
A0013860,51
A0013861,10
A0013862,48
A0013863,34
A0013864,22
A0013865,33
A0013866,18
A0013867,23
A0013868,27
A0013869,16
A0013870,150
A0013871,149
A0013872,98
A0013873,106
A0013874,41
A0013875,17
A0013876,128
A0013877,64
A0013878,183
A0013879,43
A0013880,159
A0013881,120
A0013882,23
A0013883,15
A0013884,31
A0013885,8
A0013886,25
A0013887,9
A0013888,11
A0013889,13
A0013890,14
A0013891,61
A0013892,61
A0013893,37
A0013894,36
A0013895,26
A0013896,6
A0013897,62
A0013898,33
A0013899,71
A0013900,14
A0013901,62
A0013902,63
A0013903,18
A0013904,8
A0013905,26
A0013906,10
A0013907,18
A0013908,13
A0013909,10
A0013910,8
A0013911,11
A0013912,23
A0013913,21
A0013914,5
A0013915,13
A0013916,2
A0013918,22
A0013919,4
A0013920,19
A0013921,5
A0013922,10
A0013923,12
A0013924,4
A0013926,3
A0013928,2
A0013929,3
A0013930,1
A0013932,1
A0013933,14
A0013934,15
A0013935,5
A0013936,6
A0013937,8
A0013938,1
A0013939,15
A0013940,4
A0013941,19
A0013942,3
A0013943,11
A0013944,14
A0013945,1
A0013947,3
A0013949,1
A0013950,3
A0013951,4
A0013952,3
A0013971,1
A0013974,2
A0013976,5
A0013977,2
A0013985,26
A0013986,21
A0013987,51
A0013988,47
A0013992,1
A0013993,1354
A0013994,874
A0013995,126
A0013996,4
A0014003,144
A0014014,81
A0014015,71
A0014016,53
A0014017,35
A0014019,178
A0014020,82
A0014021,81
A0014022,31
A0014023,124
A0014024,86
A0014025,78
A0014027,1
A0014028,3
A0014029,6
A0014030,2
A0014031,8
A0014034,65
A0014035,1
A0014036,5
A0014037,1
A0014038,1
A0014041,1
A0014043,4
A0014072,2
A0014073,2
A0014075,10
A0014078,4
A0014079,1
A0014080,1
A0014101,77
A0014102,67
A0014103,77
A0014105,74
A0014106,291
A0014107,140
A0014108,67
A0014110,18
A0014111,18
A0014112,13
A0014113,2
A0014114,1
A0014115,2
A0014116,6
A0014117,1
A0014173,24
A0014174,28
A0014175,21
A0014176,21
A0014177,35
A0014178,83
A0014179,64
A0014180,62
A0014181,324
A0014182,4
A0014183,5
A0014184,2
A0014185,4
A0014186,20
A0014187,20
A0014188,11
A0014189,17
A0014190,82
A0014191,37
A0014192,135
A0014193,51
A0014194,25
A0014195,85
A0014196,32
A0014197,99
A0014198,19
A0014199,19
A0014200,72
A0014201,74
A0014202,13
A0014203,29
A0014204,30
A0014205,50
A0014206,32
A0014207,65
A0014208,32
A0014209,58
A0014210,56
A0014211,51
A0014212,66
A0014214,1
A0014215,1
A0014217,7
A0014218,9
A0014219,6
A0014220,3
A0014221,23
A0014222,62
A0014223,21
A0014224,37
A0014225,5
A0014226,5
A0014227,36
A0014228,30
A0014229,9
A0014230,10
A0014231,7
A0014232,8
A0014233,23
A0014234,64
A0014235,21
A0014236,19
A0014237,143
A0014238,2
A0014240,1
A0014242,2
A0014243,4
A0014244,10
A0014245,4
A0014246,21
A0014247,18
A0014248,29
A0014249,7
A0014250,9
A0014251,17
A0014252,3
A0014253,42
A0014254,14
A0014255,13
A0014256,29
A0014257,29
A0014258,2
A0014259,3
A0014260,4
A0014261,3
A0014262,6
A0014264,2
A0014265,1
A0014266,6
A0014267,4
A0014268,4
A0014269,5
A0014270,15
A0014271,15
A0014272,11
A0014273,6
A0014274,5
A0014275,11
A0014276,2
A0014277,17
A0014279,19
A0014290,8
A0014291,5
A0014292,9
A0014293,4
A0014294,10
A0014295,7
A0014296,7
A0014297,9
A0014298,9
A0014299,9
A0014300,3
A0014303,166
A0014304,200
A0014305,1
A0014306,59
A0014326,42
A0014327,5
A0014328,10
A0014329,11
A0014348,9
A0014349,40
A0014350,52
A0014351,54
A0014352,86
A0014353,18
A0014354,146
A0014355,144
A0014357,60
A0014358,10
A0014359,95
A0014360,19
A0014364,3
A0014365,4
A0014366,22
A0014367,23
A0014368,20
A0014369,24
A0014370,21
A0014371,20
A0014372,39
A0014373,16
A0014374,20
A0014375,25
A0014376,46
A0014377,12
A0014378,22
A0014379,31
A0014380,50
A0014381,48
A0014382,21
A0014383,18
A0014384,27
A0014385,6
A0014386,31
A0014387,8
A0014388,44
A0014389,7
A0014390,44
A0014391,40
A0014392,5
A0014393,2
A0014394,8
A0014395,5
A0014396,1
A0014397,3
A0014398,4
A0014399,10
A0014400,10
A0014401,1
A0014402,9
A0014403,6
A0014404,3
A0014425,12
A0014426,15
A0014428,19
A0014429,24
A0014430,146
A0014434,56
A0014436,27
A0014439,10
A0014462,1
A0014463,1
A0014464,2
A0014465,81
A0014470,13
A0014472,2
A0014473,43
A0014474,4
A0014481,1
A0014482,1
A0014483,1
A0014484,1
A0014486,1
A0014489,5
A0014490,1
A0014491,78
A0014492,55
A0014503,7
A0014504,4
A0014505,5
A0014506,1
A0014507,2
A0014510,3
A0014512,1
A0014514,1
A0014520,1
A0014521,89
A0014522,46
A0014523,26
A0014524,33
A0014525,27
A0014526,6
A0014528,17
A0014529,10
A0014530,1
A0014531,1
A0014536,18
A0014537,17
A0014538,14
A0014539,14
A0014540,15
A0014541,13
A0014545,19
A0014546,14
A0014547,5
A0014548,16
A0014549,8
A0014550,8
A0014554,3
A0014555,1
A0014556,1
A0014557,3
A0014558,1
A0014577,3
A0014578,3
A0014579,147
A0014580,70
A0014581,17
A0014582,23
A0014583,18
A0014584,30
A0014585,29
A0014586,60
A0014587,23
A0014588,34
A0014589,7
A0014590,31
A0014591,22
A0014592,11
A0014593,2
A0014594,2
A0014595,8
A0014596,10
A0014602,73
A0014603,84
A0014606,2
A0014609,4
A0014633,23
A0014634,20
A0014639,6
A0014640,7
A0014641,8
A0014643,2
A0014644,5
A0014645,5
A0014646,1
A0014647,6
A0014648,4
A0014649,5
A0014653,6
A0014654,4
A0014655,7
A0014662,16
A0014663,7
A0014676,1
A0014678,2
A0014679,2
A0014680,3
A0014681,1
A0014682,9
A0014683,22
A0014685,1
A0014687,387
A0014696,12
A0014714,4
A0014716,1
A0014717,1
A0014720,40
A0014726,1
A0014727,2
A0014728,1
A0014729,4
A0014730,7
A0014731,7
A0014733,8
A0014737,4
A0014738,1
A0014739,13
A0014788,12
A0014789,8
A0014790,2
A0014791,2
A0014792,12
A0014793,12
A0014794,2
A0014795,1
A0014799,1
A0014805,6
A0014806,6
A0014809,3
A0014812,11
A0014813,7
A0014814,5
A0014815,5
A0014816,66
A0014819,4
A0014826,1
A0014842,3
A0014845,1
A0014902,2
A0014903,1
A0014949,4
A0014951,1
A0014955,12
A0014969,3
A0014970,1
A0014971,1
A0014972,1
A0015050,1
A0015062,2
A0015063,3
A0015064,1
A0015065,4
A0015066,3
A0015067,1
A0015068,1
A0015069,1
A0015070,3
A0015075,1
A0015078,2
