ITEMNUMBER,count
A0006423,145
A0006424,64
A0006425,51
A0006426,386
A0006427,289
A0006428,12
A0006432,1
A0006435,2
A0006440,1
A0006441,1
A0006442,1
A0006454,33
A0006457,26
A0006461,14
A0006463,1
A0006467,66
A0006468,20
A0006493,931
A0006496,390
A0006497,152
A0006499,1
A0006500,1
A0006501,1
A0006502,14
A0006503,18
A0006504,13
A0006505,8
A0006506,4
A0006507,22
A0006508,13
A0006509,8
A0006510,33
A0006511,35
A0006512,13
A0006513,13
A0006514,77
A0006515,104
A0006516,12
A0006517,27
A0006518,21
A0006519,79
A0006521,5
A0006522,14
A0006523,21
A0006525,8
A0006526,15
A0006527,11
A0006528,7
A0006529,9
A0006530,8
A0006531,4
A0006532,12
A0006533,35
A0006534,33
A0006535,25
A0006536,24
A0006537,36
A0006538,49
A0006539,11
A0006540,28
A0006541,19
A0006542,70
A0006543,58
A0006546,26
A0006547,24
A0006548,14
A0006549,559
A0006550,22
A0006551,343
A0006552,149
A0006553,110
A0006554,155
A0006555,134
A0006556,129
A0006557,137
A0006559,1
A0006561,3242
A0006562,11210
A0006563,2
A0006564,404
A0006565,19
A0006570,5922
A0006571,8721
A0006572,8829
A0006573,1874
A0006574,3959
A0006575,606
A0006576,2126
A0006577,2830
A0006578,1340
A0006579,5369
A0006580,1469
A0006581,1703
A0006582,2838
A0006583,5818
A0006584,149
A0006585,57
A0006586,590
A0006587,2
A0006589,118
A0006590,184
A0006591,1858
A0006592,291
A0006593,376
A0006594,174
A0006595,182
A0006596,140
A0006597,476
A0006598,152
A0006599,97
A0006600,470
A0006601,289
A0006602,1975
A0006603,720
A0006604,658
A0006605,917
A0006606,604
A0006607,132
A0006608,240
A0006609,478
A0006610,226
A0006611,774
A0006612,377
A0006613,124
A0006614,73
A0006615,882
A0006616,406
A0006617,1320
A0006618,2297
A0006619,1165
A0006620,342
A0006621,2777
A0006622,1459
A0006623,769
A0006624,1429
A0006625,526
A0006626,249
A0006627,166
A0006628,377
A0006629,484
A0006630,236
A0006636,101
A0006637,151
A0006638,410
A0006639,1
A0006640,84
A0006642,5
A0006643,4
A0006644,1
A0006645,2
A0006646,5
A0006654,488
A0006655,165
A0006656,76
A0006657,141
A0006658,297
A0006659,708
A0006660,127
A0006661,2682
A0006662,1
A0006664,7
A0006665,14
A0006666,2
A0006668,26
A0006669,61
A0006670,15
A0006677,116
A0006678,69
A0006679,218
A0006680,67
A0006681,243
A0006682,366
A0006683,161
A0006684,143
A0006689,10
A0006690,1
A0006691,27
A0006692,25
A0006694,2212
A0006695,4594
A0006696,479
A0006697,2075
A0006698,1208
A0006699,5841
A0006700,2611
A0006701,1633
A0006702,1236
A0006703,424
A0006704,1361
A0006705,779
A0006706,2300
A0006707,997
A0006708,1011
A0006709,404
A0006710,474
A0006711,3047
A0006712,1853
A0006713,1298
A0006714,2779
A0006715,537
A0006717,129
A0006718,75
A0006719,166
A0006720,905
A0006721,2
A0006722,638
A0006723,503
A0006724,393
A0006725,193
A0006726,148
A0006727,36
A0006728,13
A0006729,34
A0006730,44
A0006731,15
A0006732,28
A0006733,54
A0006734,49
A0006735,262
A0006736,243
A0006737,306
A0006738,819
A0006739,107
A0006740,584
A0006741,455
A0006742,499
A0006743,904
A0006744,331
A0006745,618
A0006746,475
A0006747,187
A0006748,29
A0006749,153
A0006750,322
A0006751,193
A0006752,123
A0006753,159
A0006754,319
A0006755,655
A0006756,1702
A0006757,374
A0006758,418
A0006759,518
A0006760,1
A0006764,2125
A0006768,3
A0006769,561
A0006770,30
A0006771,428
A0006772,48
A0006773,208
A0006774,223
A0006775,127
A0006776,129
A0006777,137
A0006778,1
A0006779,150
A0006782,21
A0006783,40
A0006784,29
A0006785,22
A0006786,25
A0006787,12
A0006788,8
A0006789,9
A0006790,6
A0006791,23
A0006792,487
A0006793,618
A0006794,551
A0006795,181
A0006796,2034
A0006797,398
A0006798,404
A0006799,335
A0006800,97
A0006801,1355
A0006802,636
A0006803,609
A0006804,359
A0006805,389
A0006806,300
A0006807,138
A0006808,142
A0006809,89
A0006810,104
A0006813,1
A0006816,1
A0006817,2
A0006823,900
A0006824,668
A0006825,1090
A0006848,421
A0006849,798
A0006850,1
A0006852,3
A0006857,2
A0006858,2
A0006859,1
A0006861,5
A0006864,2
A0006874,1
A0006875,1
A0006877,3
A0006880,1
A0006884,2
A0006886,1
A0006889,1
A0006891,1
A0006894,1
A0006896,193
A0006897,2
A0006898,3
A0006899,7
A0006900,6
A0006901,3
A0006902,4
A0006903,5
A0006904,4
A0006906,1
A0006907,1
A0006908,2
A0006910,11
A0006911,19
A0006912,19
A0006913,30
A0006914,18
A0006915,10
A0006916,11
A0006917,10
A0006918,12
A0006919,16
A0006920,6
A0006921,1
A0006926,1
A0006929,5
A0006930,8
A0006931,8
A0006932,7
A0006933,4
A0006934,461
A0006935,3
A0006936,3
A0006939,1
A0006942,299
A0006943,303
A0006944,300
A0006945,1
A0006947,1
A0006950,1
A0006952,262
A0006954,154
A0006957,229
A0006958,97
A0006961,141
A0006962,87
A0006965,74
A0006968,3002
A0006969,3656
A0006970,624
A0006971,917
A0006973,1
A0006976,1
A0006978,2
A0006980,14
A0006981,6
A0006982,56
A0006983,150
A0006984,147
A0006985,1152
A0006986,135
A0006987,133
A0006988,496
A0006989,356
A0006990,1727
A0006991,471
A0006992,343
A0006993,398
A0006994,500
A0006995,246
A0006996,602
A0006997,268
A0006998,65
A0006999,241
A0007000,25
A0007001,55
A0007002,32
A0007003,58
A0007004,12441
A0007005,3460
A0007006,3671
A0007007,3234
A0007008,2660
A0007009,2990
A0007010,639
A0007011,73
A0007012,393
A0007013,11
A0007014,170
A0007015,233
A0007016,397
A0007017,613
A0007018,248
A0007019,269
A0007022,1
A0007023,6
A0007029,425
A0007030,43
A0007038,28
A0007039,26
A0007040,59
A0007041,60
A0007042,30
A0007043,31
A0007044,13
A0007045,33
A0007046,32
A0007047,47
A0007048,37
A0007049,73
A0007050,73
A0007051,57
A0007052,31
A0007053,13
A0007054,56
A0007055,67
A0007056,62
A0007057,19
A0007058,51
A0007059,44
A0007060,47
A0007061,20
A0007062,63
A0007063,47
A0007064,72
A0007065,64
A0007066,134
A0007067,163
A0007068,78
A0007069,68
A0007070,54
A0007071,88
A0007072,107
A0007073,415
A0007074,141
A0007075,71
A0007076,69
A0007077,112
A0007078,149
A0007079,381
A0007080,350
A0007081,39
A0007082,40
A0007083,77
A0007084,163
A0007085,70
A0007086,78
A0007087,119
A0007088,298
A0007089,81
A0007090,88
A0007091,190
A0007092,505
A0007093,631
A0007094,611
A0007095,90
A0007096,304
A0007097,852
A0007098,20
A0007099,28
A0007100,14
A0007101,18
A0007102,47
A0007103,106
A0007104,24
A0007105,96
A0007106,80
A0007107,77
A0007108,133
A0007109,129
A0007110,88
A0007111,108
A0007112,126
A0007113,95
A0007114,143
A0007115,73
A0007116,55
A0007117,115
A0007118,71
A0007119,18
A0007120,26
A0007121,18
A0007122,26
A0007123,13
A0007124,49
A0007125,63
A0007126,23
A0007127,106
A0007128,43
A0007129,12
A0007130,52
A0007131,33
A0007132,12
A0007133,46
A0007134,21
A0007136,32
A0007137,37
A0007138,27
A0007139,40
A0007140,79
A0007142,17
A0007143,19
A0007144,35
A0007145,73
A0007146,32
A0007147,12
A0007148,5
A0007149,16
A0007150,2
A0007151,2
A0007152,7
A0007153,34
A0007154,23
A0007155,60
A0007156,15
A0007157,15
A0007158,17
A0007159,20
A0007160,62
A0007161,18
A0007162,1
A0007163,7
A0007164,5
A0007166,6
A0007167,3
A0007168,3
A0007169,1
A0007170,5
A0007171,88
A0007172,45
A0007173,19
A0007174,80
A0007175,13
A0007176,7
A0007177,1
A0007178,14
A0007179,63
A0007180,12
A0007181,8
A0007182,10
A0007183,4
A0007184,1
A0007185,2
A0007187,28
A0007188,21
A0007189,60
A0007190,13
A0007191,6
A0007192,4
A0007193,7
A0007194,55
A0007195,13
A0007196,2
A0007197,1
A0007198,3
A0007199,5
A0007200,2
A0007201,2
A0007204,40
A0007205,23
A0007206,12
A0007207,43
A0007208,16
A0007209,5
A0007210,12
A0007211,42
A0007212,7
A0007213,6
A0007215,2
A0007216,1
A0007217,1
A0007218,1
A0007219,1
A0007220,45
A0007221,11
A0007222,40
A0007223,7
A0007224,12
A0007225,16
A0007226,40
A0007227,5
A0007228,1
A0007230,6
A0007232,1
A0007233,1
A0007234,46
A0007235,10
A0007236,55
A0007237,21
A0007238,28
A0007239,107
A0007240,40
A0007241,8
A0007242,4
A0007243,11
A0007244,7
A0007245,48
A0007246,47
A0007247,58
A0007248,41
A0007249,152
A0007250,367
A0007251,200
A0007252,10
A0007253,5
A0007254,37
A0007255,5
A0007256,14
A0007257,6
A0007258,107
A0007259,86
A0007260,304
A0007261,87
A0007262,37
A0007263,50
A0007264,100
A0007265,193
A0007266,53
A0007267,11
A0007268,4
A0007269,7
A0007270,24
A0007271,3
A0007272,8
A0007273,4
A0007274,9
A0007275,143
A0007276,100
A0007277,76
A0007278,168
A0007279,470
A0007280,185
A0007281,72
A0007282,24
A0007283,23
A0007284,36
A0007285,128
A0007286,40
A0007287,5
A0007288,11
A0007289,9
A0007290,7
A0007291,10
A0007292,5
A0007293,5
A0007294,2
A0007295,69
A0007296,44
A0007297,34
A0007298,94
A0007299,456
A0007300,113
A0007301,336
A0007302,63
A0007303,42
A0007304,65
A0007305,83
A0007306,544
A0007307,139
A0007308,18
A0007309,9
A0007310,26
A0007311,18
A0007312,10
A0007313,13
A0007314,60
A0007315,75
A0007316,195
A0007317,25
A0007318,31
A0007319,60
A0007320,435
A0007321,120
A0007322,10
A0007323,5
A0007324,23
A0007325,13
A0007326,6
A0007327,7
A0007328,50
A0007329,62
A0007330,139
A0007331,15
A0007332,22
A0007333,30
A0007334,277
A0007335,38
A0007336,14
A0007337,11
A0007338,6
A0007339,7
A0007340,3
A0007341,7
A0007342,44
A0007343,52
A0007344,108
A0007345,44
A0007346,24
A0007347,22
A0007348,69
A0007349,308
A0007350,142
A0007351,21
A0007352,40
A0007353,11
A0007354,9
A0007355,16
A0007356,9
A0007357,9
A0007358,11
A0007359,123
A0007360,89
A0007361,37
A0007362,192
A0007380,464
A0007381,480
A0007382,328
A0007383,94
A0007384,82
A0007385,48
A0007386,303
A0007387,239
A0007388,155
A0007395,444
A0007396,1
A0007397,420
A0007398,287
A0007399,86
A0007400,54
A0007401,41
A0007402,110
A0007403,153
A0007404,48
A0007405,43
A0007406,58
A0007410,1
A0007411,620
A0007413,305
A0007414,187
A0007415,128
A0007418,112
A0007419,264
A0007421,1
A0007425,408
A0007426,210
A0007427,66
A0007429,167
A0007432,468
A0007433,149
A0007434,396
A0007435,153
A0007438,152
A0007440,278
A0007441,74
A0007442,187
A0007443,16
A0007444,218
A0007445,68
A0007446,698
A0007448,448
A0007450,344
A0007454,318
A0007455,170
A0007456,278
A0007457,103
A0007460,182
A0007461,68
A0007462,104
A0007463,64
A0007464,278
A0007466,167
A0007468,300
A0007469,290
A0007470,105
A0007471,114
A0007472,4767
A0007473,1301
A0007474,270
A0007475,597
A0007476,330
A0007477,813
A0007478,348
A0007479,1312
A0007480,2808
A0007481,2145
A0007482,207
A0007483,575
A0007484,225
A0007485,71
A0007486,41
A0007487,180
A0007488,95
A0007489,159
A0007490,41
A0007491,66
A0007492,44
A0007493,90
A0007494,18
A0007495,5
A0007496,15
A0007497,30
A0007498,30
A0007499,35
A0007500,22
A0007501,48
A0007502,44
A0007503,65
A0007504,30
A0007505,22
A0007506,64
A0007507,41
A0007508,56
A0007509,51
A0007510,133
A0007511,168
A0007512,131
A0007513,62
A0007514,45
A0007515,130
A0007516,113
A0007517,23
A0007518,37
A0007519,32
A0007520,34
A0007521,43
A0007522,25
A0007523,27
A0007524,18
A0007525,31
A0007530,1
A0007531,7890
A0007532,1818
A0007533,620
A0007534,610
A0007535,1896
A0007536,1725
A0007537,80
A0007538,58
A0007539,303
A0007540,305
A0007542,1
A0007543,76
A0007544,53
A0007545,103
A0007546,84
A0007547,495
A0007548,524
A0007549,1
A0007551,187
A0007552,278
A0007553,242
A0007554,400
A0007555,379
A0007556,119
A0007558,250
A0007559,15
A0007566,32
A0007567,2580
A0007568,2634
A0007569,72
A0007570,56
A0007573,65
A0007574,33
A0007575,11
A0007576,312
A0007577,419
A0007578,101
A0007579,86
A0007580,15
A0007581,9
A0007583,17
A0007584,26
A0007585,21
A0007586,88
A0007587,51
A0007588,147
A0007589,99
A0007602,731
A0007603,740
A0007604,241
A0007605,237
A0007606,755
A0007607,245
A0007608,8
A0007609,1385
A0007610,1213
A0007611,550
A0007612,1259
A0007613,1739
A0007614,827
A0007615,540
A0007616,173
A0007617,451
A0007618,519
A0007619,656
A0007620,486
A0007621,108
A0007622,315
A0007623,465
A0007624,207
A0007625,249
A0007626,645
A0007627,198
A0007628,16
A0007629,864
A0007630,831
A0007631,367
A0007632,946
A0007633,1910
A0007634,688
A0007635,491
A0007636,159
A0007637,398
A0007638,488
A0007639,548
A0007640,363
A0007641,74
A0007642,144
A0007643,196
A0007644,106
A0007645,103
A0007646,313
A0007647,127
A0007648,143
A0007649,303
A0007650,551
A0007651,258
A0007652,162
A0007653,85
A0007654,157
A0007655,163
A0007656,226
A0007657,22
A0007658,3
A0007659,2
A0007661,2
A0007662,293
A0007663,432
A0007664,314
A0007665,92
A0007666,301
A0007667,273
A0007668,252
A0007669,828
A0007670,353
A0007671,170
A0007672,385
A0007673,380
A0007674,10
A0007675,6
A0007676,10
A0007677,11
A0007678,10
A0007679,4
A0007680,2
A0007682,120
A0007683,70
A0007684,284
A0007685,109
A0007686,48
A0007687,398
A0007688,830
A0007689,946
A0007690,246
A0007691,525
A0007692,633
A0007693,493
A0007694,1042
A0007699,1742
A0007701,4
A0007702,1
A0007706,1
A0007707,1
A0007712,1
A0007718,1
A0007720,2
A0007722,1
A0007726,122
A0007727,299
A0007728,295
A0007731,140
A0007732,204
A0007733,203
A0007734,979
A0007735,1024
A0007736,1020
A0007737,972
A0007738,528
A0007739,609
A0007740,891
A0007741,930
A0007742,359
A0007743,425
A0007744,159
A0007745,167
A0007746,288
A0007753,1
A0007755,1
A0007756,793
A0007759,39
A0007760,16
A0007761,850
A0007762,1
A0007763,6
A0007767,4
A0007768,762
A0007769,96
A0007770,505
A0007771,545
A0007774,27
A0007775,81
A0007776,37
A0007777,147
A0007778,89
A0007779,605
A0007780,1
A0007781,1
A0007782,3
A0007783,2
A0007784,127
A0007785,993
A0007786,227
A0007787,333
A0007788,233
A0007789,620
A0007790,670
A0007791,1587
A0007792,2295
A0007795,782
A0007796,287
A0007797,170
A0007800,1444
A0007801,5964
A0007802,3
A0007803,18
A0007804,16
A0007806,3
A0007807,8
A0007808,146
A0007809,279
A0007810,132
A0007811,190
A0007812,605
A0007813,398
A0007814,370
A0007817,332
A0007818,310
A0007819,17
A0007820,24
A0007821,67
A0007822,279
A0007824,13
A0007827,73
A0007828,161
A0007829,216
A0007830,698
A0007831,466
A0007832,168
A0007833,165
A0007834,864
A0007836,411
A0007837,144
A0007838,120
A0007839,262
A0007841,3
A0007842,92
A0007843,190
A0007844,142
A0007846,2
A0007847,1
A0007848,38
A0007849,502
A0007850,200
A0007851,84
A0007852,2
A0007853,1
A0007854,64
A0007855,94
A0007857,3
A0007858,1
A0007859,83
A0007860,466
A0007861,61
A0007862,1
A0007863,4
A0007866,177
A0007867,144
A0007868,11
A0007869,62
A0007870,196
A0007871,55
A0007872,169
A0007873,250
A0007874,83
A0007875,164
A0007876,557
A0007877,1623
A0007878,659
A0007879,442
A0007880,542
A0007881,291
A0007882,198
A0007883,461
A0007884,160
A0007885,307
A0007886,533
A0007887,173
A0007888,403
A0007889,488
A0007890,161
A0007891,303
A0007902,1
A0007903,110
A0007907,123
A0007908,41
A0007909,35
A0007910,2
A0007913,3
A0007914,2
A0007916,520
A0007917,1353
A0007918,265
A0007919,489
A0007920,9
A0007921,293
A0007922,273
A0007923,137
A0007924,46
A0007925,76
A0007926,4
A0007927,38
A0007928,20
A0007929,225
A0007930,34
A0007931,1
A0007932,2
A0007933,60
A0007934,30
A0007935,537
A0007936,510
A0007937,316
A0007938,258
A0007939,269
A0007940,217
A0007941,229
A0007942,42
A0007943,36
A0007945,47
A0007947,325
A0007953,283
A0007959,205
A0007960,137
A0007961,121
A0007962,188
A0007964,728
A0007965,4
A0007966,5
A0007967,33
A0007968,38
A0007969,2
A0007970,357
A0007971,107
A0007972,85
A0007973,350
A0007974,104
A0007975,164
A0007976,89
A0007977,91
A0007979,80
A0007982,241
A0007984,51
A0007991,52
A0007994,188
A0007996,55
A0008002,399
A0008003,88
A0008004,269
A0008005,172
A0008006,2
A0008007,444
A0008008,411
A0008009,331
A0008010,275
A0008011,233
A0008012,179
A0008013,55
A0008014,261
A0008015,166
A0008016,281
A0008017,144
A0008018,3
A0008019,142
A0008020,302
A0008024,24
A0008025,14
A0008027,124
A0008028,120
A0008029,135
A0008030,497
A0008031,12
A0008032,23
A0008033,89
A0008034,166
A0008035,76
A0008036,51
A0008037,38
A0008038,65
A0008039,103
A0008040,58
A0008041,126
A0008042,34
A0008043,32
A0008044,81
A0008045,46
A0008046,16
A0008047,77
A0008048,3704
A0008049,1079
A0008050,252
A0008051,399
A0008052,185
A0008053,520
A0008054,828
A0008055,683
A0008056,62
A0008057,38
A0008060,4
A0008061,1
A0008062,287
A0008063,148
A0008064,69
A0008066,75
A0008067,125
A0008068,278
A0008069,68
A0008070,167
A0008071,87
A0008072,105
A0008073,196
A0008074,387
A0008075,460
A0008076,202
A0008077,384
A0008078,120
A0008079,78
A0008080,623
A0008081,1027
A0008082,1698
A0008083,1341
A0008084,833
A0008087,54
A0008088,42
A0008089,9
A0008090,18
A0008092,2
A0008093,29
A0008094,27
A0008095,26
A0008096,43
A0008099,1
A0008100,1
A0008101,1
A0008121,275
A0008122,93
A0008123,118
A0008124,45
A0008125,172
A0008126,43
A0008127,686
A0008128,20
A0008129,924
A0008130,17
A0008131,1532
A0008132,40
A0008133,50
A0008134,273
A0008135,289
A0008136,143
A0008137,397
A0008138,460
A0008139,438
A0008140,309
A0008141,266
A0008142,121
A0008143,41
A0008144,47
A0008145,23
A0008150,93
A0008151,55
A0008152,20
A0008153,25
A0008154,23
A0008155,24
A0008166,472
A0008167,1
A0008179,1
A0008194,883
A0008195,1105
A0008196,678
A0008197,35
A0008198,144
A0008199,95
A0008200,1
A0008201,49
A0008202,231
A0008203,87
A0008204,47
A0008206,63
A0008207,92
A0008209,2
A0008210,5
A0008212,179
A0008217,1
A0008218,2
A0008219,10
A0008223,1
A0008224,11
A0008225,7
A0008230,5411
A0008231,170
A0008232,1103
A0008233,1750
A0008234,1851
A0008235,612
A0008236,530
A0008237,73
A0008238,414
A0008239,629
A0008240,651
A0008241,212
A0008242,183
A0008243,98
A0008244,702
A0008245,1145
A0008246,1237
A0008247,411
A0008248,357
A0008249,686
A0008250,1217
A0008252,5
A0008253,2
A0008256,7
A0008257,185
A0008258,36
A0008259,68
A0008260,18
A0008261,10
A0008263,10
A0008264,4
A0008265,3
A0008267,17
A0008268,566
A0008269,479
A0008270,576
A0008271,222
A0008272,3072
A0008273,233
A0008274,102
A0008275,55
A0008279,4
A0008280,301
A0008281,953
A0008282,471
A0008283,174
A0008284,325
A0008285,881
A0008286,996
A0008287,298
A0008288,840
A0008289,76
A0008290,217
A0008291,324
A0008292,418
A0008293,533
A0008294,30
A0008295,234
A0008296,181
A0008297,550
A0008298,457
A0008299,243
A0008300,150
A0008301,4
A0008302,4
A0008303,4
A0008304,666
A0008305,276
A0008306,666
A0008307,492
A0008308,707
A0008309,38
A0008310,124
A0008311,6
A0008312,1072
A0008313,471
A0008314,289
A0008315,506
A0008316,598
A0008317,319
A0008318,409
A0008319,228
A0008320,442
A0008321,484
A0008322,547
A0008323,2
A0008324,1
A0008332,427
A0008333,203
A0008334,516
A0008335,179
A0008336,302
A0008337,302
A0008338,227
A0008342,10
A0008343,257
A0008344,339
A0008345,88
A0008346,279
A0008347,146
A0008348,382
A0008349,117
A0008350,217
A0008351,149
A0008352,1
A0008353,2
A0008354,421
A0008355,20
A0008356,202
A0008357,514
A0008358,19
A0008359,332
A0008360,505
A0008361,21
A0008362,478
A0008363,205
A0008364,914
A0008365,942
A0008366,26
A0008367,1401
A0008368,22
A0008369,204
A0008370,191
A0008371,22
A0008372,272
A0008373,726
A0008374,1
A0008375,117
A0008376,166
A0008377,25
A0008378,157
A0008380,16
A0008381,21
A0008384,2
A0008385,167
A0008386,166
A0008388,42
A0008389,2
A0008390,1
A0008393,5
A0008394,1
A0008397,1312
A0008398,841
A0008399,99
A0008400,38
A0008401,144
A0008403,165
A0008405,135
A0008407,114
A0008409,164
A0008411,304
A0008413,186
A0008416,3
A0008419,2
A0008421,1
A0008422,3
A0008423,7
A0008425,462
A0008426,195
A0008427,393
A0008428,180
A0008429,92
A0008430,58
A0008431,119
A0008432,135
A0008433,241
A0008434,100
A0008435,213
A0008436,303
A0008437,129
A0008438,34
A0008439,49
A0008440,177
A0008441,202
A0008442,57
A0008443,161
A0008444,202
A0008445,64
A0008446,35
A0008447,110
A0008448,131
A0008449,232
A0008450,93
A0008451,141
A0008452,351
A0008453,219
A0008454,123
A0008455,254
A0008456,272
A0008457,170
A0008458,82
A0008459,177
A0008460,209
A0008461,93
A0008462,56
A0008463,119
A0008464,135
A0008465,433
A0008466,1588
A0008467,763
A0008468,106
A0008469,245
A0008470,69
A0008471,145
A0008472,278
A0008473,71
A0008474,246
A0008475,34
A0008476,87
A0008477,15
A0008478,193
A0008482,10
A0008483,7
A0008486,1
A0008487,47
A0008488,41
A0008489,67
A0008490,80
A0008491,191
A0008492,196
A0008493,7
A0008494,2
A0008496,47
A0008497,1
A0008498,8
A0008500,6
A0008501,5
A0008502,2
A0008503,4
A0008504,9
A0008505,7
A0008506,2
A0008507,16
A0008508,22
A0008509,11
A0008510,9
A0008511,1
A0008512,257
A0008513,220
A0008514,209
A0008515,289
A0008516,220
A0008517,305
A0008518,252
A0008519,232
A0008520,222
A0008521,232
A0008522,105
A0008523,97
A0008524,130
A0008525,43
A0008526,1
A0008527,11
A0008528,176
A0008531,39
A0008532,18
A0008533,72
A0008534,82
A0008535,16
A0008536,107
A0008537,190
A0008538,16
A0008539,114
A0008540,185
A0008541,19
A0008542,80
A0008543,118
A0008544,17
A0008545,65
A0008546,107
A0008547,222
A0008548,212
A0008550,1
A0008556,83
A0008557,138
A0008563,2
A0008566,64
A0008568,37
A0008582,1
A0008594,1
A0008600,1
A0008601,198
A0008664,210
A0008665,44
A0008666,151
A0008667,1
A0008672,1
A0008675,4
A0008684,2
A0008686,76
A0008688,1
A0008689,1
A0008691,1
A0008692,1
A0008693,31
A0008694,1
A0008695,3
A0008697,1
A0008700,1
A0008701,1
A0008702,1
A0008703,2
A0008708,8
A0008716,3
A0008717,4
A0008720,12
A0008721,4
A0008722,27
A0008723,4
A0008724,5
A0008725,3
A0008726,4
A0008730,43
A0008731,114
A0008732,618
A0008733,168
A0008734,689
A0008735,141
A0008736,600
A0008737,94
A0008738,473
A0008739,76
A0008740,35
A0008741,9
A0008742,44
A0008743,7
A0008744,3263
A0008745,46
A0008746,176
A0008747,361
A0008748,399
A0008749,570
A0008750,277
A0008751,791
A0008752,39
A0008753,412
A0008754,203
A0008756,699
A0008757,343
A0008758,115
A0008759,466
A0008760,108
A0008761,403
A0008762,59
A0008763,287
A0008764,42
A0008765,17
A0008766,7
A0008767,16
A0008768,7
A0008769,2267
A0008770,23
A0008771,86
A0008772,234
A0008773,212
A0008774,322
A0008775,134
A0008776,518
A0008777,31
A0008778,278
A0008779,106
A0008781,503
A0008782,134
A0008783,22
A0008784,156
A0008785,35
A0008786,132
A0008787,28
A0008788,116
A0008789,23
A0008790,2
A0008791,4
A0008792,4
A0008793,3
A0008794,859
A0008795,5
A0008796,39
A0008797,75
A0008798,60
A0008799,112
A0008800,76
A0008801,237
A0008802,23
A0008803,143
A0008804,35
A0008806,192
A0008807,152
A0008808,171
A0008809,104
A0008810,77
A0008811,14
A0008812,14
A0008813,531
A0008814,13
A0008815,31
A0008816,48
A0008817,29
A0008818,57
A0008819,11
A0008820,125
A0008821,39
A0008822,113
A0008824,118
A0008825,212
A0008826,244
A0008827,227
A0008828,142
A0008829,5
A0008830,5
A0008831,829
A0008832,6
A0008833,32
A0008834,53
A0008835,57
A0008836,93
A0008837,11
A0008838,180
A0008839,32
A0008840,172
A0008842,158
A0008843,1
A0008844,2
A0008845,1
A0008846,2
A0008847,10
A0008848,5
A0008849,16
A0008850,8
A0008851,4
A0008852,2
A0008853,1
A0008854,3
A0008855,2
A0008856,4
A0008857,2
A0008858,1
A0008859,2
A0008860,1
A0008861,5
A0008862,1
A0008864,1
A0008867,4
A0008868,1
A0008872,3
A0008887,2
A0008890,3
A0008892,3
A0008893,1
A0008897,1
A0008898,1
A0008901,1
A0008906,5
A0008914,1
A0008918,2
A0008919,1
A0008927,1
A0008934,2
A0008937,1
A0008941,1
A0008942,1
A0008945,2
A0008946,1
A0008950,1
A0008952,1
A0008954,1
A0008972,2
A0008974,6
A0008975,6
A0008980,1
A0008981,1
A0008990,1
A0008994,1
A0008997,5
A0009005,1
A0009006,1
A0009008,6
A0009022,1
A0009026,1
A0009027,10
A0009029,6
A0009030,7
A0009038,1
A0009047,4
A0009048,3
A0009049,7
A0009050,2
A0009051,1
A0009053,1
A0009054,3
A0009055,1
A0009056,3
A0009058,1
A0009060,2
A0009061,7
A0009063,1
A0009064,1
A0009065,1
A0009067,2
A0009070,2
A0009072,1
A0009073,1
A0009079,1
A0009080,1
A0009081,1
A0009084,1
A0009085,4
A0009086,4
A0009087,1
A0009088,2
A0009090,3
A0009091,5
A0009092,3
A0009093,3
A0009094,5
A0009096,4
A0009097,14
A0009098,2
A0009099,9
A0009100,6
A0009101,2
A0009102,1
A0009104,1
A0009106,4
A0009108,2
A0009109,32
A0009110,21
A0009111,35
A0009112,7
A0009113,7
A0009115,5
A0009116,2
A0009126,3
A0009128,17
A0009129,7
A0009130,19
A0009131,9
A0009132,6
A0009133,29
A0009134,11
A0009136,7
A0009137,11
A0009142,2
A0009143,4
A0009144,4
A0009156,2
A0009162,1
A0009163,6
A0009164,1
A0009169,2
A0009171,1
A0009177,12
A0009185,6
A0009187,1
A0009192,3
A0009193,3
A0009200,1
A0009203,6
A0009213,1
A0009223,1
A0009230,9
A0009231,1
A0009232,6
A0009233,2
A0009235,3
A0009237,2
A0009238,1
A0009239,5
A0009240,4
A0009242,1
A0009243,4
A0009244,7
A0009245,6
A0009246,5
A0009247,8
A0009248,1
A0009250,6
A0009253,3
A0009254,2
A0009255,5
A0009256,30
A0009258,3
A0009260,2
A0009261,9
A0009262,4
A0009264,4
A0009265,1
A0009267,3
A0009270,1
A0009271,1
A0009273,1
A0009277,27
A0009283,41
A0009286,13
A0009287,3
A0009291,3
A0009295,1
A0009297,3
A0009298,5
A0009299,1
A0009300,5
A0009301,1
A0009303,1
A0009305,51
A0009306,158
A0009307,51
A0009308,28
A0009309,8
A0009310,22
A0009312,2
A0009320,1
A0009324,2
A0009329,1
A0009331,1
A0009340,3
A0009342,13
A0009344,1
A0009356,1
A0009357,17
A0009360,30
A0009361,30
A0009365,2
A0009366,1
A0009370,2
A0009372,2
A0009375,1
A0009398,5
A0009403,5
A0009409,1
A0009416,2
A0009426,4
A0009427,4
A0009428,6
A0009429,2
A0009431,4
A0009433,8
A0009434,2
A0009435,9
A0009438,5
A0009439,2
A0009442,4
A0009445,4
A0009446,7
A0009447,3
A0009448,12
A0009450,26
A0009451,5
A0009452,16
A0009454,2
A0009456,3
A0009465,1
A0009470,10
A0009476,1
A0009478,5
A0009479,6
A0009481,124
